name,price,type,efficiency,wattage,modular,color,form_factor,pcie_6plus2_connectors
Thermaltake Toughpower GX1,158.0,ATX,gold,600,false,Black,ATX,4
Deepcool PK450D,158.0,ATX,bronze,450,false,Black,ATX,4
Asus ROG Thor P3 Hatsune Miku Edition,158.0,ATX,platinum,1200,Full,Blue / Pink,ATX,4
Antec NeoECO Gold ZEN,158.0,ATX,gold,600,false,Black / Gold,ATX,4
NZXT E500,158.0,ATX,gold,500,Full,Black,ATX,4
be quiet! Straight Power 10 CM,158.0,ATX,gold,800,Semi,Black,ATX,4
LC-Power LC6 V2.31,158.0,ATX,gold,1000,Full,Black / Gray,ATX,4
Deepcool DQ-M-V2L,158.0,ATX,gold,850,Full,Black / Green,ATX,4
Thermaltake Toughpower SFX,158.0,SFX,gold,650,Full,Black,SFX,4
be quiet! Pure Power 10,158.0,ATX,silver,500,false,Black,ATX,4
Corsair VS500 (2020),158.0,ATX,bronze,500,false,Black,ATX,4
EVGA 650 B3,158.0,ATX,bronze,650,Full,Black,ATX,4
EVGA 600 BA,158.0,ATX,bronze,600,false,Black,ATX,4
Apevia Prestige,158.0,ATX,gold,1000,false,Black,ATX,4
Corsair VS550,158.0,ATX,gold,550,false,Black,ATX,4
be quiet! Dark Power 12,158.0,ATX,titanium,850,Full,Black,ATX,4
EVGA 710 BP,200.29,ATX,bronze,710,false,Black,ATX,4
FSP Group FSP500-50FSPT,198.99,Flex ATX,platinum,500,false,Silver,Flex ATX,4
Super Flower Leadex VI Platinum PRO,158.0,ATX,platinum,1000,Full,Black / Blue,ATX,4
SeaSonic VERTEX GX,158.0,ATX,gold,1200,Full,White,ATX,4
PC Power & Cooling Silencer,186.89,ATX,platinum,1050,Full,Black,ATX,4
Zalman TXIIv2,158.0,ATX,plus,800,false,Black,ATX,4
Thermaltake TOUGHPOWER PF1 ARGB,199.98,ATX,platinum,850,Full,Black,ATX,4
Cooler Master XG650 Plus,158.0,ATX,platinum,650,Full,Black,ATX,4
Cooler Master GX III GOLD,158.0,ATX,gold,650,Full,Black / Purple,ATX,4
Chieftec ATMOS,181.58,ATX,gold,750,Full,Black,ATX,4
Cooler Master MWE BRONZE 650 V3,158.0,ATX,bronze,650,false,Black,ATX,4
Silverstone Strider Titanium,363.99,ATX,titanium,1100,Full,Black / Blue,ATX,4
Cooler Master MWE Gold 650,158.0,ATX,gold,650,false,Black,ATX,4
FSP Group HEXA 85+ PRO,158.0,ATX,bronze,750,false,Black,ATX,4
Antec High Current Gamer PRO ATX3.1,158.0,ATX,platinum,1200,Full,Black,ATX,4
KOLINK Modular Power,158.0,ATX,bronze,500,Semi,Black,ATX,4
Cooler Master V SFX Gold ATX 3.0,158.0,SFX,gold,750,Full,Black,SFX,4
Thermaltake Toughpower SFX,158.0,SFX,gold,450,Full,Black,SFX,4
Phanteks Revolt X,158.0,ATX,platinum,1000,Full,Black / Silver,ATX,4
LC-Power OFFICE SERIES,158.0,ATX,gold,600,false,Black,ATX,4
Deepcool DA600-M,158.0,ATX,bronze,600,Full,Black,ATX,4
Enermax MAXREVO,158.0,ATX,gold,1800,Full,Black,ATX,4
Cooler Master V700,158.0,ATX,gold,700,Full,Black,ATX,4
EVGA SuperNOVA 850 T2,158.0,ATX,titanium,850,Full,Black,ATX,4
Cougar STX,158.0,ATX,plus,650,false,Black,ATX,4
FSP Group Dagger Pro,158.0,SFX,gold,750,Full,Black / Gold,SFX,4
Cooler Master MWE Bronze 650,158.0,ATX,bronze,650,false,Black,ATX,4
Thermaltake Smart RGB,158.0,ATX,plus,500,false,Black,ATX,4
Montech TITAN GOLD 750W,158.0,ATX,gold,750,Full,Black,ATX,4
GameMax GX-850 Modular,158.0,ATX,gold,850,Full,Black,ATX,4
Asus ROG-STRIX-850G-GUNDAM-EDITION,158.0,ATX,gold,850,Full,White,ATX,4
Thermalright TPFX650,158.0,SFX,platinum,650,Full,White,SFX,4
Deepcool PX1000P,158.0,ATX,platinum,1000,Full,Black / Silver,ATX,4
ADATA XPG CYBERCORE II,158.0,ATX,platinum,1300,Full,Black,ATX,4
Silverstone ST85F-GS-V2,131.33,ATX,gold,850,Full,Black,ATX,4
FSP Group FSP220-60LE(80),79.98,Mini ITX,plus,220,false,Silver,Mini ITX,4
SHARKOON SilentStorm Cool Zero 850,158.0,ATX,gold,850,Full,Black,ATX,4
Antec High Current Gamer,155.31,ATX,bronze,620,Semi,Black,ATX,4
KOLINK Core,158.0,ATX,plus,600,false,Black,ATX,4
Cougar BXM750,158.0,ATX,bronze,750,Semi,Orange / Black,ATX,4
Cooler Master V750,158.0,ATX,gold,750,Full,Black,ATX,4
Antec VP PLUS,158.0,ATX,plus,450,false,Black,ATX,4
Cooler Master MasterWatt Lite 500W Full Range,158.0,ATX,plus,500,false,Black,ATX,4
SeaSonic B12 BC,158.0,ATX,bronze,550,false,Black,ATX,4
Silverstone Strider,158.0,ATX,gold,650,Full,Black,ATX,4
KOLINK Regulator,158.0,ATX,gold,1000,Full,Black,ATX,4
Thermaltake Smart BM2,327.49,ATX,bronze,750,Semi,Black,ATX,4
Thermaltake Smart SE,243.57,ATX,gold,630,Semi,Black,ATX,4
Corsair TX550M,158.0,ATX,bronze,550,Semi,Black,ATX,4
Thermaltake Toughpower Grand RGB,158.0,ATX,gold,650,Full,Black,ATX,4
Apex AG-M,158.0,ATX,gold,850,Full,Black,ATX,4
KOLINK KL-SFX250,158.0,SFX,bronze,250,false,Black / Green,SFX,4
SilentiumPC Vero L2,158.0,ATX,bronze,500,false,Black,ATX,4
Silverstone Strider Plus,158.0,ATX,bronze,500,Full,Black,ATX,4
EVGA SuperNOVA 850 B2,158.0,ATX,bronze,850,Semi,Black,ATX,4
be quiet! Straight Power 11 450W,158.0,ATX,gold,450,Full,Black,ATX,4
SeaSonic FOCUS,158.0,ATX,platinum,650,Full,Black,ATX,4
Deepcool PQ750M,158.0,ATX,gold,750,Full,Black,ATX,4
Chieftec PowerPlay Gold,158.0,ATX,gold,550,Full,Black / Red,ATX,4
Corsair AX1500i 240V,158.0,ATX,titanium,1500,Full,Black,ATX,4
be quiet! Dark Power Pro 11,158.0,ATX,platinum,850,Semi,Black,ATX,4
Aerocool Integrator MOD XT,158.0,ATX,bronze,750,Semi,Black / Red,ATX,4
Corsair CS450M,158.0,ATX,gold,450,Semi,Black,ATX,4
Thermaltake TR2,158.0,ATX,bronze,380,false,Black,ATX,4
1STPLAYER NGDP,158.0,ATX,gold,850,Full,White,ATX,4
SeaSonic PRIME Titanium,158.0,ATX,titanium,750,Full,Black,ATX,4
EVGA 550 B3,158.0,ATX,bronze,550,Full,Black,ATX,4
Super Flower Zillion FG,158.0,ATX,gold,750,Full,Black,ATX,4
Antec Signature Platinum,384.9,ATX,platinum,1300,Full,Black,ATX,4
FSP Group Hydro K Pro ATX3.0,158.0,ATX,bronze,850,false,Black,ATX,4
be quiet! Pure Power 11 CM,158.0,ATX,gold,500,Semi,Black,ATX,4
Antec NeoECO Gold ZEN,158.0,ATX,gold,500,false,Black / Gold,ATX,4
KOLINK Classic Power,158.0,ATX,bronze,700,false,Black / Red,ATX,4
be quiet! STRAIGHT POWER E9 | 480W CM,158.0,ATX,gold,480,Full,Black,ATX,4
NOX Hummer X,158.0,ATX,gold,650,Full,Black,ATX,4
Cooler Master MWE Bronze V2,158.0,ATX,bronze,700,false,Black,ATX,4
ADATA XPG FUSION 1600,599.99,ATX,titanium,1600,Full,Black / Silver,ATX,4
Cooler Master MWE Bronze V2,158.0,ATX,bronze,500,false,Black,ATX,4
Enermax CYBERBRON,158.0,ATX,bronze,700,false,Black,ATX,4
Montech CENTURY,158.0,ATX,gold,650,Full,Black,ATX,4
SilentiumPC Vero L3,158.0,ATX,bronze,500,false,Black,ATX,4
GameMax GP,158.0,ATX,bronze,500,false,Black,ATX,4
Thermaltake Smart SE,145.0,ATX,gold,530,Semi,Black,ATX,4
Corsair GS600,158.0,ATX,bronze,600,false,Black,ATX,4
Thermaltake Toughpower GF1 Snow - TT Premium,158.0,ATX,gold,850,Full,White,ATX,4
Cooler Master MWE 400,158.0,ATX,plus,400,false,Black,ATX,4
be quiet! STRAIGHT POWER E9 | 580W CM,158.0,ATX,gold,580,Semi,Black,ATX,4
be quiet! TFX Power 3 300,143.97,TFX,gold,300,false,Black,TFX,4
Thermaltake Toughpower SFX,158.0,SFX,gold,750,Full,Black,SFX,4
Fractal Design Ion+ 2 Platinum,158.0,ATX,platinum,560,Full,Black,ATX,4
Xilence XP550R10,158.0,ATX,bronze,550,false,Black / Red,ATX,4
PC Cooler YS1000,179.99,ATX,gold,1000,Full,Black,ATX,4
Cooler Master V550,158.0,ATX,gold,550,Full,Black,ATX,4
SeaSonic FOCUS SPX (2021),158.0,SFX,platinum,650,Full,Black,SFX,4
Zalman TXII,158.0,ATX,plus,700,false,Black,ATX,4
Cooler Master MWE Gold 550,158.0,ATX,gold,550,false,Black,ATX,4
SeaSonic TFX 350,158.0,TFX,gold,350,Full,Black,TFX,4
Antec Earthwatts,158.0,ATX,bronze,650,false,Black,ATX,4
Thermaltake Smart BX1 RGB 550,158.0,ATX,bronze,550,false,Black,ATX,4
EVGA SuperNOVA 750 G1,158.0,ATX,gold,750,Full,Black,ATX,4
Fractal Design Integra M,158.0,ATX,bronze,550,Semi,Black,ATX,4
Thermaltake TR2,158.0,ATX,bronze,500,false,Black,ATX,4
Corsair TX750M,158.0,ATX,bronze,750,Semi,Black,ATX,4
FSP Group HYPER K PRO,158.0,ATX,plus,500,false,Black / Yellow,ATX,4
Fractal Design Ion+ 760P,158.0,ATX,platinum,760,Full,Black,ATX,4
FSP Group SFX Pro,158.0,SFX,bronze,450,false,Black,SFX,4
CoolMax ZX-500,158.0,ATX,plus,500,false,Black,ATX,4
Thermalright TR-SGFX 650W,158.0,SFX,gold,650,Full,White,SFX,4
Cooler Master MWE Gold V2 ATX3.0,158.0,ATX,gold,750,Full,White,ATX,4
YEYIAN Raiden RGB,158.0,ATX,plus,500,false,Black,ATX,4
Cougar GEX X2,158.0,ATX,gold,850,Full,Black,ATX,4
Fractal Design Ion+ 860P,158.0,ATX,platinum,860,Full,Black,ATX,4
FSP Group HEXA+,158.0,ATX,gold,500,false,Black,ATX,4
Corsair AX750,158.0,ATX,gold,750,Full,Black,ATX,4
Thermaltake Toughpower SFX 600W Gold,158.0,SFX,gold,600,Full,Black,SFX,4
SeaSonic FOCUS SGX,158.0,SFX,gold,450,Full,Black,SFX,4
GameMax GM,158.0,ATX,bronze,300,false,Silver,ATX,4
RIOTORO BUILDER,158.0,ATX,plus,500,false,Black / Red,ATX,4
Super Flower Leadex III ARGB Pro,158.0,ATX,gold,750,Full,Black,ATX,4
Corsair TX650M,158.0,ATX,bronze,650,Semi,Black,ATX,4
GameMax GX-650 Modular,158.0,ATX,gold,650,Full,Black,ATX,4
SeaSonic PRIME PX,158.0,ATX,platinum,850,Full,Black / Silver,ATX,4
Super Flower Leadex VI Platinum PRO,158.0,ATX,platinum,850,Full,Black / Blue,ATX,4
EVGA SuperNOVA 850G XC,158.0,ATX,gold,850,Full,Black,ATX,4
Thermaltake TR2 S,158.0,ATX,plus,650,false,Black,ATX,4
Silverstone TX300,90.97,TFX,bronze,300,false,Black,TFX,4
SeaSonic PRIME,158.0,ATX,gold,750,Full,Black,ATX,4
SHARKOON Rebel P20 850,158.0,ATX,gold,850,Full,Black,ATX,4
EVGA N1,158.0,ATX,gold,550,false,Black,ATX,4
EVGA 550 BP,158.0,ATX,bronze,550,false,Black,ATX,4
SeaSonic Platinum,158.0,ATX,platinum,1000,Full,Black,ATX,4
Raidmax XT,158.0,ATX,gold,500,false,Black,ATX,4
Cooler Master MWE BRONZE 750 V3,158.0,ATX,bronze,750,false,Black,ATX,4
1STPLAYER NGDP ATX 3.0,158.0,ATX,platinum,1300,Full,White,ATX,4
Chieftec PowerPlay Gold,158.0,ATX,gold,750,Full,Black / Red,ATX,4
Thermaltake Smart,158.0,ATX,bronze,650,Semi,Black,ATX,4
Enermax CYBERBRON,158.0,ATX,bronze,500,false,Black / Silver,ATX,4
Thermalright TB850S,158.0,ATX,bronze,850,false,Black,ATX,4
NOX Hummer GD,158.0,ATX,gold,750,false,Black,ATX,4
Thermaltake Toughpower GF1 Snow - TT Premium,158.0,ATX,gold,650,Full,White,ATX,4
Rosewill PHOTON-650,158.0,ATX,gold,650,Full,Black,ATX,4
Azza PSAZ-650B14,158.0,ATX,gold,650,false,Black,ATX,4
Cooler Master V SFX Gold ATX 3.0,158.0,SFX,gold,850,Full,White,SFX,4
Thermaltake Toughpower GF1 ARGB,158.0,ATX,gold,650,Full,Black,ATX,4
Cooler Master MWE Gold V2 ATX3.0,158.0,ATX,gold,1250,Full,White,ATX,4
In Win P105II,199.0,ATX,platinum,1050,Full,Black,ATX,4
Xilence XP450R10,158.0,ATX,bronze,450,false,Black / Red,ATX,4
EVGA 700 GQ,158.0,ATX,gold,700,Semi,Black,ATX,4
LC-Power LC6 V2.31,158.0,ATX,gold,850,Full,Black / Gray,ATX,4
SeaSonic FOCUS SGX,158.0,SFX,gold,500,Full,Black,SFX,4
Super Flower Leadex III Gold UP,158.0,ATX,gold,650,Full,Black,ATX,4
Thermaltake Toughpower Grand RGB 750 SE,158.0,ATX,gold,750,Full,Black,ATX,4
Thermaltake Toughpower GF A3 - TT Premium Edition,158.0,ATX,gold,650,Full,Black,ATX,4
Enermax REVOLUTION ATX 3.0,158.0,ATX,gold,1000,Full,Black / White,ATX,4
Cooler Master 700W MasterWatt Lite 230V,158.0,ATX,plus,700,false,Black,ATX,4
Cooler Master B500 ver.2,158.0,ATX,plus,500,false,Black,ATX,4
EVGA 750 B3,158.0,ATX,bronze,850,Full,Black,ATX,4
Thermaltake Litepower,158.0,ATX,gold,450,false,Black,ATX,4
FSP Group HYPER K PRO,158.0,ATX,plus,600,false,Black / Yellow,ATX,4
be quiet! Straight Power 11 550W,158.0,ATX,gold,550,Full,Black,ATX,4
Rosewill HIVE,158.0,ATX,bronze,650,Semi,Black,ATX,4
Rosewill HIVE,158.0,ATX,bronze,750,Semi,Black,ATX,4
Cooler Master XG650,158.0,ATX,platinum,650,Full,Black,ATX,4
Thermaltake Toughpower GF A3 - TT Premium Edition,158.0,ATX,gold,1200,Full,Black,ATX,4
Asus ROG Thor P3 Gaming,158.0,ATX,platinum,1000,Full,Black,ATX,4
Deepcool DQ750M-V3L,158.0,ATX,gold,750,Full,Black,ATX,4
GAMDIAS KRATOS E1,158.0,ATX,plus,500,false,Black,ATX,4
SeaSonic X,158.0,ATX,gold,850,Full,Black,ATX,4
Thermaltake Smart,158.0,ATX,bronze,550,false,Black,ATX,4
Corsair HX1000,158.0,ATX,plus,1000,Semi,Black,ATX,4
Cougar GX,158.0,ATX,gold,800,Full,Black / Gold,ATX,4
Antec NeoECO 750 Gold,158.0,ATX,gold,750,Semi,Black,ATX,4
1STPLAYER NGDP ATX 3.0,158.0,ATX,platinum,1000,Full,Black,ATX,4
be quiet! Pure Power 11 FM 850,158.0,ATX,gold,850,Full,Black,ATX,4
FSP Group AU-400FL,158.0,ATX,gold,400,Semi,Black,ATX,4
HEC HEC200SA-2FX,158.0,Mini ITX,gold,200,false,Silver,Mini ITX,4
FSP Group FSP500-50FGGBN,158.0,Flex ATX,gold,500,false,Silver,Flex ATX,4
Xigmatek Vector,158.0,ATX,gold,750,Semi,Black,ATX,4
XFX TS,158.0,ATX,bronze,550,false,Black,ATX,4
Corsair GS700,158.0,ATX,bronze,700,false,Black,ATX,4
SilentiumPC Supremo FM2,158.0,ATX,gold,650,Full,Black,ATX,4
SeaSonic PRIME,158.0,ATX,gold,1000,Full,Black,ATX,4
EVGA W3,158.0,ATX,plus,500,false,Black,ATX,4
be quiet! Pure Power L8,158.0,ATX,bronze,530,Semi,Black,ATX,4
Thermaltake Toughpower SFX,158.0,SFX,gold,850,Full,Black,SFX,4
Thermaltake Toughpower PF1 - TT Premium Edition,158.0,ATX,platinum,1200,Full,Black,ATX,4
SeaSonic FOCUS Gold,158.0,ATX,gold,550,Semi,Black,ATX,4
FSP Group Hydro M Pro ATX3.0(PCIe5.0),158.0,ATX,bronze,800,Semi,Black,ATX,4
Corsair AX650,250.0,ATX,gold,650,Full,Black,ATX,4
Antec VP PLUS,158.0,ATX,plus,550,false,Black,ATX,4
Cooler Master MWE Gold 1250 - V2,158.0,ATX,gold,1250,Full,Black,ATX,4
Phanteks AMP,158.0,ATX,gold,550,Full,Black,ATX,4
Antec True Power,158.0,ATX,gold,750,false,Black,ATX,4
Enermax Revolution D.F.,158.0,ATX,gold,850,Full,Black / Silver,ATX,4
Corsair VX550,158.0,ATX,plus,550,false,Black,ATX,4
SeaSonic SSP-300ST,158.0,ATX,bronze,300,false,Black,ATX,4
Enermax MAXPRO,158.0,ATX,plus,500,false,Black,ATX,4
Raidmax XT,158.0,ATX,gold,400,false,Black,ATX,4
Montech GAMMA II,158.0,ATX,gold,750,false,Black,ATX,4
SilentiumPC Elementum E2 230V,158.0,ATX,plus,550,false,Black,ATX,4
Xigmatek Vector,158.0,ATX,gold,650,Semi,Black,ATX,4
Cooler Master XG750 Plus,158.0,ATX,platinum,750,Full,Black,ATX,4
SHARKOON SilentStorm Icewind Black,158.0,ATX,bronze,550,Semi,Black,ATX,4
Antec VP,158.0,ATX,gold,350,false,Black,ATX,4
SeaSonic G,158.0,ATX,gold,650,Semi,Black,ATX,4
EVGA SuperNOVA 750 GA,158.0,ATX,gold,750,Full,Black,ATX,4
SHARKOON Rebel P20 750,158.0,ATX,gold,750,Full,Black,ATX,4
In Win P85,211.74,ATX,gold,850,Full,Black,ATX,4
Cooler Master V850 Gold i,158.0,ATX,gold,850,Full,Black / Gold,ATX,4
SeaSonic PRIME Ultra Titanium,158.0,ATX,titanium,850,Full,Black,ATX,4
Antec High Current Gamer,158.0,ATX,bronze,750,Semi,Black,ATX,4
Thermaltake Thermaltake TP-750M,158.0,ATX,gold,750,Semi,Black,ATX,4
SeaSonic Prime Fanless PX-450,158.0,ATX,platinum,450,Full,Black,ATX,4
Antec Earthwatts Green,108.11,ATX,plus,500,false,Black,ATX,4
Thermaltake Smart Pro RGB,158.0,ATX,bronze,850,Full,Black,ATX,4
Phanteks AMP,158.0,ATX,gold,1000,Full,White,ATX,4
Sentey MBP HM,158.0,ATX,bronze,750,Semi,Black,ATX,4
SeaSonic G,158.0,ATX,gold,360,false,Black,ATX,4
Silverstone Strider,158.0,ATX,plus,600,false,Black,ATX,4
Antec High Current Gamer,158.0,ATX,bronze,900,false,Black,ATX,4
Cooler Master MWE Bronze 550,158.0,ATX,bronze,550,false,Black,ATX,4
ADATA XPG PYLON,158.0,ATX,bronze,450,false,Black,ATX,4
GAMDIAS KRATOS E1,158.0,ATX,plus,600,false,Black,ATX,4
Thermaltake Toughpower GX1 500,158.0,ATX,gold,500,false,Black,ATX,4
be quiet! STRAIGHT POWER E9 680W / CM,158.0,ATX,gold,680,Semi,Black,ATX,4
be quiet! Power Zone 750W,158.0,ATX,bronze,750,Full,Black,ATX,4
Rosewill ARC 650,158.0,ATX,bronze,650,false,Black,ATX,4
Thermaltake TR2,158.0,ATX,gold,430,false,Black,ATX,4
Thermaltake TR2 S 550W,158.0,ATX,plus,550,false,Black,ATX,4
LC-Power LC V2.31,158.0,ATX,platinum,550,Full,Black,ATX,4
Deepcool PK500D,158.0,ATX,bronze,500,false,Black,ATX,4
Zalman TXIIv2,158.0,ATX,plus,700,false,Black,ATX,4
Cooler Master V550 Gold V2,158.0,ATX,gold,550,Full,Black,ATX,4
SeaSonic Platinum,158.0,ATX,platinum,660,Full,Black,ATX,4
Deepcool PK600D,158.0,ATX,bronze,600,false,Black,ATX,4
be quiet! System Power U9,158.0,ATX,bronze,600,false,Black,ATX,4
Cooler Master MWE Gold 750,158.0,ATX,gold,750,false,Black,ATX,4
GameMax GM,158.0,ATX,bronze,500,Semi,Black,ATX,4
Rosewill Capstone,158.0,ATX,gold,750,Semi,Black,ATX,4
Gigabyte GreenMax Plus,158.0,ATX,bronze,550,false,Black,ATX,4
Raidmax Cobra,158.0,ATX,bronze,700,false,Black,ATX,4
SHARKOON WPM Bronze,158.0,ATX,bronze,600,Semi,Black,ATX,4
Cooler Master Elite NEX N700 230V,158.0,ATX,gold,700,false,Black,ATX,4
Thermaltake TR2,158.0,ATX,gold,600,false,Black,ATX,4
Rosewill PHOTON-750,158.0,ATX,gold,750,Full,Black,ATX,4
EVGA SuperNOVA 1000 G7,158.0,ATX,gold,1000,Full,Black / Blue,ATX,4
Super Flower Leadex III ARGB Pro,158.0,ATX,gold,850,Full,Black,ATX,4
Cooler Master G550M,158.0,ATX,bronze,550,Semi,Black,ATX,4
NZXT C (2019),158.0,ATX,gold,650,Full,Black,ATX,4
Super Flower Golden Green HX,158.0,ATX,gold,350,false,Black,ATX,4
Athena Power Apollo,55.99,SFX,gold,300,false,Silver,SFX,4
Super Flower Leadex V Pro,158.0,ATX,platinum,1000,Full,White,ATX,4
GameMax GX Pro Rampage,158.0,ATX,platinum,1250,Full,Black,ATX,4
Fractal Design Ion Gold,158.0,ATX,gold,650,Full,Black,ATX,4
be quiet! Dark Power Pro 11,158.0,ATX,platinum,750,Semi,Black,ATX,4
Antec SF850X,158.0,SFX,gold,850,Full,Black / Gold,SFX,4
Corsair Vengeance 400,158.0,ATX,bronze,400,false,Black,ATX,4
Rosewill RD-Z,158.0,ATX,plus,400,false,Black,ATX,4
Thermaltake Toughpower Grand,158.0,ATX,platinum,600,Semi,Black,ATX,4
Raidmax RX-730SS,158.0,ATX,gold,730,Semi,Black,ATX,4
OCZ ModXStream Pro,158.0,ATX,plus,600,Semi,Black,ATX,4
Montech GAMMA II,158.0,ATX,gold,650,false,Black,ATX,4
Thermaltake Toughpower DPS G RGB Titanium,158.0,ATX,titanium,1500,Full,Black,ATX,4
Thermaltake TR2,158.0,ATX,gold,700,false,Black,ATX,4
SeaSonic G,158.0,ATX,gold,550,Semi,Black,ATX,4
EVGA W3,158.0,ATX,plus,600,false,Black,ATX,4
Thermaltake Litepower,158.0,ATX,gold,350,false,Black,ATX,4
be quiet! Pure Power L8,158.0,ATX,bronze,630,Semi,Black / Orange,ATX,4
EVGA SuperNOVA 550 GT,158.0,ATX,gold,550,Full,Black,ATX,4
Antec VP PLUS,158.0,ATX,plus,650,false,Black,ATX,4
NZXT E650,158.0,ATX,gold,650,Full,Black,ATX,4
Corsair AX760i,158.0,ATX,platinum,760,Full,Black,ATX,4
EVGA GE,158.0,ATX,gold,600,false,Black,ATX,4
"FSP Group Hydro PTM PRO,Gen5",158.0,ATX,platinum,1350,Full,Black,ATX,4
Thermalright TG,158.0,ATX,gold,1200,Full,Black,ATX,4
Silverstone DA550 Gold,158.0,ATX,gold,550,Full,Black / White,ATX,4
Cooler Master V750 Gold i,158.0,ATX,gold,750,Full,Black / Gold,ATX,4
LC-Power LC850P V3.0,158.0,ATX,platinum,850,Full,Black,ATX,4
Xilence XP650R12,158.0,ATX,gold,650,false,Black,ATX,4
LC-Power LC6 V2.31,158.0,ATX,gold,650,Full,Black / Gray,ATX,4
SeaSonic PRIME Ultra Titanium,158.0,ATX,titanium,650,Full,Black,ATX,4
Enermax Revolution D.F.,158.0,ATX,gold,750,Full,Black / Silver,ATX,4
Thermaltake TR2,158.0,ATX,bronze,750,Semi,Black,ATX,4
Thermaltake Smart,158.0,ATX,plus,430,false,Black,ATX,4
Cooler Master V850,158.0,ATX,gold,850,Full,Black,ATX,4
Thermaltake Litepower GEN2 230V,158.0,ATX,gold,750,false,Black,ATX,4
BitFenix Whisper M,158.0,ATX,gold,750,Full,Black,ATX,4
Cooler Master Elite 400 V3,158.0,ATX,plus,400,false,Black,ATX,4
Cooler Master Silent Pro M2,158.0,ATX,bronze,720,Semi,Black,ATX,4
Xigmatek ACXTNRP-PC502,158.0,ATX,bronze,500,false,Black,ATX,4
Segotep GM,158.0,ATX,gold,750,Full,White,ATX,4
SeaSonic FOCUS Gold,158.0,ATX,gold,450,Semi,Black,ATX,4
Cooler Master Elite NEX White W500,158.0,ATX,plus,500,false,Black,ATX,4
Zalman TeraMax II,158.0,ATX,gold,850,Full,Black,ATX,4
be quiet! Pure Power L8,158.0,ATX,bronze,350,false,Black,ATX,4
SeaSonic G12 GC,158.0,ATX,gold,550,false,Black / Blue,ATX,4
XFX PRO Black Edition,158.0,ATX,gold,850,Full,Black,ATX,4
Raidmax Cobra,158.0,ATX,gold,750,Full,Black,ATX,4
Phanteks Revolt Pro,158.0,ATX,gold,850,Full,Silver / Black,ATX,4
SeaSonic 1000FX WHITE,158.0,ATX,gold,1000,Full,White,ATX,4
Thermaltake Toughpower iRGB PLUS 1000 Platinum,158.0,ATX,platinum,1000,Full,Black,ATX,4
NOX Hummer,158.0,ATX,bronze,650,Semi,Black,ATX,4
Corsair TX750 V2,300.0,ATX,bronze,750,false,Black,ATX,4
Fractal Design Ion Gold,238.0,ATX,gold,550,Full,Black,ATX,4
Zalman TXII,158.0,ATX,plus,500,false,Black,ATX,4
RAIJINTEK CRATOS,158.0,ATX,gold,1200,Full,Black,ATX,4
SeaSonic ATX3-FOCUS-GX-1000-WHITE,158.0,ATX,gold,1000,Full,White,ATX,4
Cooler Master V1200,158.0,ATX,platinum,1200,Full,Black,ATX,4
SilentiumPC Vero L3,158.0,ATX,bronze,700,false,Black,ATX,4
EVGA SuperNOVA 650 P5,158.0,ATX,platinum,650,Full,Black / Teal,ATX,4
EVGA SuperNOVA 750 P5,158.0,ATX,platinum,750,Full,Black / Teal,ATX,4
be quiet! Pure Power 11 CM,158.0,ATX,gold,400,Semi,Black,ATX,4
Raidmax XT,158.0,ATX,gold,300,false,Black,ATX,4
Thermaltake TR2,158.0,ATX,gold,700,false,Black,ATX,4
Thermaltake Litepower GEN2 230V,158.0,ATX,gold,550,false,Black,ATX,4
Super Flower Leadex III Super Pro,158.0,ATX,bronze,650,Full,Black,ATX,4
Silverstone Strider Titanium,158.0,ATX,titanium,800,Full,Black,ATX,4
FSP Group Hyper M,158.0,ATX,plus,700,Semi,Black,ATX,4
Deepcool DQ650-M-V2L,158.0,ATX,gold,650,Full,Black,ATX,4
Enermax REVOLUTION SFX,158.0,SFX,gold,650,Full,Black,SFX,4
Cooler Master B600 ver. 2,158.0,ATX,plus,600,false,Black,ATX,4
SeaSonic CORE GX ATX 3 (2024),158.0,ATX,gold,850,Full,White,ATX,4
FSP Group VITA-750GM,158.0,ATX,gold,750,Full,White,ATX,4
be quiet! Pure Power L8,158.0,ATX,bronze,500,false,Black,ATX,4
FSP Group Hydro G PRO ATX3.0(PCIe5.0),158.0,ATX,gold,850,Full,Black,ATX,4
In Win A65,158.0,ATX,plus,650,false,Black,ATX,4
SeaSonic PRIME PX,158.0,ATX,platinum,750,Full,Black / Silver,ATX,4
SeaSonic PRIME Platinum,158.0,ATX,platinum,1200,Full,Black,ATX,4
SeaSonic PRIME TX-650,158.0,ATX,titanium,650,Full,Black,ATX,4
Thermaltake Toughpower iRGB PLUS TT Premium Edition,158.0,ATX,titanium,1250,Full,Black,ATX,4
KOLINK Regulator,158.0,ATX,gold,1200,Full,Black,ATX,4
Thermalright TB450S,158.0,ATX,bronze,450,false,Black,ATX,4
LC-Power LC6 V2.31,158.0,ATX,gold,550,Full,Black / Gray,ATX,4
Thermaltake Smart,196.56,ATX,bronze,750,Semi,Black,ATX,4
Chieftec Polaris,158.0,ATX,gold,550,Full,Black,ATX,4
Rosewill CFZ,99.99,ATX,bronze,750,Semi,Black,ATX,4
Corsair CX-500 V3,158.0,ATX,bronze,500,false,Black,ATX,4
FSP Group Raider S 750,158.0,ATX,silver,750,false,Black,ATX,4
Phanteks AMP,158.0,ATX,gold,750,Full,Black,ATX,4
