name,price,capacity,price_per_gb,type,cache,form_factor,interface
OCZ RevoDrive X2,126.97,960.0,0.087,SSD,128.0,PCIe,PCIe x4
Crucial V4,126.97,32.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Crucial V4,126.97,32.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Mushkin Catalyst,126.97,50.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
G.Skill Phoenix III,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Corsair Neutron,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Corsair Neutron GTX,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Corsair Neutron GTX,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Agility 3,126.97,64.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Hitachi H3IK40003272SW,126.97,4000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
OCZ Vertex 3,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Vertex 3,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
PNY XLR8 PRO,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
PNY XLR8,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel 335,189.0,240.0,0.787,SSD,128.0,2.5,SATA 6.0 Gb/s
PNY XLR8 PRO,112.59,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Corsair Neutron GTX,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,126.97,90.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba Solid State Drive,126.97,60.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow KC100,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Plextor M5P,126.97,256.0,0.087,SSD,512.0,2.5,SATA 6.0 Gb/s
OCZ Agility 3,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
PNY Prevail,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,126.97,180.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,126.97,320.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation CS,126.97,2000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,126.97,250.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Kingston SSDNow V300,126.97,60.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,126.97,60.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin Chronos,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,126.97,60.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Vector,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Vector,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,126.97,250.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7E,126.97,640.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Toshiba HDKBB97,126.97,750.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Toshiba PH3200U-1I72,126.97,2000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Mushkin Chronos,126.97,60.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin Callisto Deluxe,126.97,480.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Kingston SSDNow V300,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP600,126.97,32.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel DC S3700,417.0,200.0,2.085,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Plextor M5P,126.97,512.0,0.087,SSD,768.0,2.5,SATA 6.0 Gb/s
PNY Performance,106.61,60.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
PNY XLR8 PRO,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
PNY Prevail Elite,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Plextor M5P Xtreme,126.97,256.0,0.087,SSD,512.0,2.5,SATA 6.0 Gb/s
Corsair Neutron,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel 525,126.97,120.0,0.087,SSD,128.0,mSATA,mSATA
Intel 525,126.97,180.0,0.087,SSD,128.0,mSATA,mSATA
Intel 525,126.97,240.0,0.087,SSD,128.0,mSATA,mSATA
ADATA XPG SX300,126.97,128.0,0.087,SSD,128.0,mSATA,mSATA
ADATA XPG SX300,126.97,256.0,0.087,SSD,128.0,mSATA,mSATA
ADATA XPG SX300,126.97,64.0,0.087,SSD,128.0,mSATA,mSATA
Intel 313,126.97,24.0,0.087,SSD,128.0,mSATA,mSATA
Intel 310,126.97,80.0,0.087,SSD,128.0,mSATA,mSATA
Intel 313,126.97,20.0,0.087,SSD,128.0,mSATA,mSATA
Intel 310,126.97,40.0,0.087,SSD,128.0,mSATA,mSATA
Crucial M4,277.77,256.0,1.085,SSD,128.0,mSATA,mSATA
Crucial M4,257.77,128.0,2.014,SSD,128.0,mSATA,mSATA
Crucial M4,126.97,32.0,0.087,SSD,128.0,mSATA,mSATA
ADATA XM13,126.97,30.0,0.087,SSD,128.0,mSATA,mSATA
ADATA XM13,126.97,60.0,0.087,SSD,128.0,mSATA,mSATA
Mushkin Atlas,126.97,30.0,0.087,SSD,128.0,mSATA,mSATA
Mushkin Atlas,126.97,240.0,0.087,SSD,128.0,mSATA,mSATA
Mushkin Atlas,126.97,240.0,0.087,SSD,128.0,mSATA,mSATA
Mushkin Atlas,126.97,120.0,0.087,SSD,128.0,mSATA,mSATA
Mushkin Atlas,126.97,120.0,0.087,SSD,128.0,mSATA,mSATA
Kingston SSDNow,126.97,64.0,0.087,SSD,128.0,mSATA,mSATA
Kingston SSDNow,126.97,32.0,0.087,SSD,128.0,mSATA,mSATA
OCZ Strata,126.97,30.0,0.087,SSD,128.0,mSATA,mSATA
OCZ Nocti,126.97,60.0,0.087,SSD,128.0,mSATA,mSATA
OCZ Nocti,126.97,120.0,0.087,SSD,128.0,mSATA,mSATA
Mushkin Atlas,126.97,60.0,0.087,SSD,128.0,mSATA,mSATA
Mushkin Atlas,126.97,60.0,0.087,SSD,128.0,mSATA,mSATA
OCZ Strata,126.97,60.0,0.087,SSD,128.0,mSATA,mSATA
Toshiba PH2100U-1I54,126.97,1000.0,0.087,HDD,8.0,2.5,SATA 6.0 Gb/s
Seagate Constellation.2,126.97,250.0,0.087,HDD,64.0,2.5,SATA 6.0 Gb/s
Samsung ST750LM002/HN-M750MBB,126.97,750.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Corsair Neutron GTX,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel 525,126.97,60.0,0.087,SSD,128.0,mSATA,mSATA
Mushkin Atlas,126.97,480.0,0.087,SSD,128.0,mSATA,mSATA
OCZ Vertex 3.20,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Vertex 3.20,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Plextor M5M,126.97,128.0,0.087,SSD,256.0,mSATA,mSATA
Plextor M5P,126.97,128.0,0.087,SSD,256.0,2.5,SATA 6.0 Gb/s
Plextor M5M,126.97,64.0,0.087,SSD,128.0,mSATA,mSATA
Seagate Constellation ES.2,126.97,3000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,126.97,500.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation,126.97,1000.0,0.087,HDD,64.0,2.5,SATA 6.0 Gb/s
Seagate STBD4000400,126.97,4000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES.3,178.98,4000.0,0.045,HDD,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.3,124.0,3000.0,0.041,HDD,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.3,126.97,2000.0,0.087,HDD,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation CS ISE,126.97,2000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES.3,126.97,1000.0,0.087,HDD,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation CS ISE,126.97,1000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel 525,126.97,90.0,0.087,SSD,128.0,mSATA,mSATA
Crucial M500,126.97,120.0,0.087,SSD,128.0,mSATA,mSATA
Corsair Neutron,126.97,64.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Corsair Neutron GTX,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel DC S3500,142.0,160.0,0.887,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel 335,126.97,80.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
SanDisk Ultra Plus,126.97,64.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate 600,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate Momentus XT,126.97,750.0,0.087,SSD,32.0,2.5,SATA 6.0 Gb/s
Western Digital AV-25,126.97,1000.0,0.087,HDD,16.0,2.5,SATA 3.0 Gb/s
Western Digital RE,126.97,2000.0,0.087,HDD,32.0,3.5,SAS 6.0 Gb/s
Western Digital Xe,126.97,300.0,0.087,HDD,32.0,3.5,SAS 6.0 Gb/s
Western Digital AV-25,126.97,500.0,0.087,HDD,16.0,2.5,SATA 6.0 Gb/s
Western Digital AV-25,126.97,500.0,0.087,HDD,16.0,2.5,SATA 3.0 Gb/s
Western Digital Xe,126.97,600.0,0.087,HDD,32.0,3.5,SAS 6.0 Gb/s
Western Digital Green,126.97,750.0,0.087,HDD,16.0,2.5,SATA 6.0 Gb/s
Western Digital Scorpio Black,126.97,500.0,0.087,HDD,16.0,2.5,SATA 3.0 Gb/s
SanDisk Ultra Plus,126.97,64.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Axiom HD250SATA7-AX,126.97,250.0,0.087,HDD,16.0,2.5,SATA 3.0 Gb/s
Hitachi 0F14689,126.97,3000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar,126.97,500.0,0.087,HDD,32.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K900,126.97,300.0,0.087,HDD,64.0,2.5,SAS 6.0 Gb/s
Seagate ST640LM000,126.97,640.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation.2,126.97,500.0,0.087,HDD,64.0,2.5,SATA 6.0 Gb/s
Kingston SMS200,126.97,60.0,0.087,SSD,128.0,mSATA,mSATA
Hitachi 5K100,126.97,640.0,0.087,HDD,8.0,2.5,SATA 6.0 Gb/s
Hitachi HITACHI-0F12460,126.97,3000.0,0.087,HDD,32.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K900,55.0,900.0,0.061,HDD,64.0,2.5,SAS 6.0 Gb/s
Intel DC S3500,116.99,120.0,0.975,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin Chronos,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate Constellation Product Series:ES.3,126.97,3000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
Seagate Constellation Product Series:ES.3,126.97,3000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,126.97,500.0,0.087,HDD,64.0,3.5,SAS 6.0 Gb/s
Seagate Savvio 10K.5,420.15,600.0,0.087,HDD,64.0,2.5,SAS 6.0 Gb/s
Western Digital WDBMMA0020HNC-NRSN,126.97,2000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Western Digital WDBMYH3200ANC-NRSN,126.97,320.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
OCZ Deneva 2 C,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Deneva 2 C,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Vertex 450 Series 128,249.95,128.0,1.953,SSD,128.0,2.5,SATA 6.0 Gb/s
Corsair Neutron,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel DC S3500,126.97,80.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel DC S3500,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin Chronos,126.97,360.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba Q,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba Solid State Drive,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Edge Tech Pro,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Edge Tech Boost Pro Slim,126.97,60.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Hitachi 0G02001,126.97,3000.0,0.087,HDD,32.0,3.5,SATA 6.0 Gb/s
Lenovo 0C19494,126.97,300.0,0.087,HDD,32.0,2.5,SAS 6.0 Gb/s
Lenovo 0C19495,126.97,500.0,0.087,HDD,32.0,2.5,SATA 6.0 Gb/s
Toshiba MQ01ABC150,126.97,1500.0,0.087,HDD,8.0,2.5,SAS 3.0 Gb/s
Toshiba P000539200,126.97,640.0,0.087,HDD,16.0,2.5,SATA 3.0 Gb/s
Toshiba WD6400BPVT,126.97,640.0,0.087,HDD,16.0,2.5,SATA 3.0 Gb/s
Intel 520,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel 520,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Toshiba AL13SE,126.97,300.0,0.087,HDD,64.0,2.5,SAS 6.0 Gb/s
Toshiba AL13SE,126.97,600.0,0.087,HDD,64.0,2.5,SAS 6.0 Gb/s
Toshiba MBF230LRC,126.97,300.0,0.087,HDD,16.0,3.5,SAS 6.0 Gb/s
Toshiba MG03SCA,126.97,3000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Western Digital WD7500BFCX,126.97,750.0,0.087,HDD,16.0,2.5,SATA 6.0 Gb/s
Seagate Constellation ES,126.97,1000.0,0.087,HDD,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,126.97,2000.0,0.087,HDD,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,126.97,2000.0,0.087,HDD,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,126.97,1000.0,0.087,HDD,16.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,86.75,2000.0,0.043,HDD,16.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.2,126.97,2000.0,0.087,HDD,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.2,126.97,2000.0,0.087,HDD,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.2,126.97,2000.0,0.087,HDD,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.2,124.0,3000.0,0.041,HDD,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,126.97,500.0,0.087,HDD,16.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,126.97,500.0,0.087,HDD,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation.2,126.97,1000.0,0.087,HDD,64.0,2.5,SAS 6.0 Gb/s
Seagate Constellation.2,126.97,1000.0,0.087,HDD,64.0,2.5,SAS 6.0 Gb/s
Seagate Constellation,126.97,500.0,0.087,HDD,16.0,2.5,SAS 6.0 Gb/s
Seagate Constellation.2,126.97,500.0,0.087,HDD,64.0,2.5,SAS 6.0 Gb/s
Seagate Constellation.2,126.97,500.0,0.087,HDD,64.0,2.5,SAS 6.0 Gb/s
Transcend 720 mSATA,173.46,128.0,1.355,SSD,128.0,mSATA,mSATA
Toshiba MKx001GRZB,385.0,100.0,3.85,SSD,128.0,2.5,SAS 6.0 Gb/s
Western Digital AV-GP,126.97,3000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Western Digital WD3200BPVT/BVVT/BEVT,126.97,320.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Kingston KC300,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston KC300,126.97,60.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel 530,149.0,180.0,0.828,SSD,128.0,2.5,SATA 6.0 Gb/s
SanDisk X110,126.97,64.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Deneva 2 C,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Talos 2,126.97,960.0,0.087,SSD,128.0,2.5,SAS 6.0 Gb/s
OCZ Vector 150,380.0,240.0,1.583,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Vector 150,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Vertex 450,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
PLDS M5M,126.97,128.0,0.087,SSD,128.0,mSATA,mSATA
PLDS M5M,126.97,256.0,0.087,SSD,128.0,mSATA,mSATA
PLDS M5M,126.97,64.0,0.087,SSD,128.0,mSATA,mSATA
Kingston SSDNow V+200,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin Atlas Deluxe,126.97,480.0,0.087,SSD,128.0,mSATA,mSATA
Toshiba Q Series Pro,293.66,256.0,1.147,SSD,128.0,2.5,SATA 6.0 Gb/s
VisionTek Data Fusion 2-way,126.97,480.0,0.087,SSD,128.0,PCIe,PCIe x2
Hitachi Ultrastar 7K4000,126.97,2000.0,0.087,HDD,64.0,3.5,SAS 6.0 Gb/s
Hitachi Travelstar Z5K500,126.97,320.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar Z7K500,126.97,500.0,0.087,HDD,32.0,2.5,SATA 6.0 Gb/s
Hitachi Travelstar,126.97,500.0,0.087,HDD,16.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar,126.97,500.0,0.087,HDD,16.0,2.5,SATA 3.0 Gb/s
Seagate Enterprise Performance 10K.7,126.97,1200.0,0.087,HDD,64.0,2.5,SAS 6.0 Gb/s
Toshiba MG03SCA400,126.97,4000.0,0.087,HDD,64.0,3.5,SAS 6.0 Gb/s
Kingston SSDNow KC300,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow KC300,126.97,60.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin Scorpion PCIe,126.97,480.0,0.087,SSD,128.0,PCIe,PCIe x2
Mushkin Scorpion PCIe,126.97,960.0,0.087,SSD,128.0,PCIe,PCIe x2
PNY Prevail,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Samsung 840 Evo,126.97,120.0,0.087,SSD,128.0,mSATA,mSATA
Samsung 840 Evo,126.97,250.0,0.087,SSD,128.0,mSATA,mSATA
Transcend SSD340,126.97,64.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
VisionTek mSATA,126.97,120.0,0.087,SSD,128.0,mSATA,mSATA
VisionTek mSATA,126.97,240.0,0.087,SSD,128.0,mSATA,mSATA
VisionTek mSATA,126.97,480.0,0.087,SSD,128.0,mSATA,mSATA
OCZ Talos 2 C,126.97,480.0,0.087,SSD,128.0,2.5,SAS 6.0 Gb/s
OCZ Talos 2 C,126.97,960.0,0.087,SSD,128.0,2.5,SAS 6.0 Gb/s
OCZ Talos 2 R,126.97,400.0,0.087,SSD,128.0,2.5,SAS 6.0 Gb/s
OCZ Z-Drive R4 CM84,126.97,1200.0,0.087,SSD,128.0,PCIe,PCIe x8
OCZ Z-Drive R4 CM88,126.97,800.0,0.087,SSD,128.0,PCIe,PCIe x8
Hitachi 0F18335,246.95,6000.0,0.041,HDD,64.0,3.5,SATA 6.0 Gb/s
Hitachi 0S03355,126.97,4000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Toshiba AL13SEB600,40.71,600.0,0.068,HDD,64.0,2.5,SAS 6.0 Gb/s
Samsung 840 Evo,126.97,500.0,0.087,SSD,128.0,mSATA,mSATA
Seagate 600 Pro,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate 600 Pro,199.0,240.0,0.829,SSD,128.0,2.5,SATA 6.0 Gb/s
Seagate 600 Pro,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
HP HP mSATA,126.97,256.0,0.087,SSD,128.0,mSATA,mSATA
Intel 530,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Vertex 460,200.0,120.0,1.667,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ Vertex 460,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
SanDisk X110,126.97,32.0,0.087,SSD,128.0,mSATA,mSATA
SanDisk ReadyCache,126.97,32.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Wintec FileMate,126.97,16.0,0.087,SSD,128.0,2.5,SATA 3.0 Gb/s
Axiom HD32072S-AX,126.97,320.0,0.087,HDD,128.0,3.5,SATA 3.0 Gb/s
Mushkin ProSpec,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Mushkin ProSpec,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Crucial M550,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Crucial M550,126.97,512.0,0.087,SSD,128.0,mSATA,mSATA
Intel 730,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
SanDisk X110,126.97,32.0,0.087,SSD,128.0,mSATA,mSATA
SanDisk X110,126.97,64.0,0.087,SSD,128.0,mSATA,mSATA
SanDisk X110,126.97,128.0,0.087,SSD,128.0,mSATA,mSATA
Crucial M550,126.97,256.0,0.087,SSD,128.0,mSATA,mSATA
Seagate Pulsar.2,126.97,200.0,0.087,SSD,128.0,2.5,SAS 6.0 Gb/s
SanDisk X210,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Axiom 0A89470-AX,126.97,500.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Axiom 0A89478-AX,126.97,3000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
V7 Elite,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Hitachi 0J23353,126.97,320.0,0.087,HDD,8.0,2.5,SATA 3.0 Gb/s
Plextor M6S,126.97,128.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Plextor M6S,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Samsung 840 EVO,126.97,250.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow E5,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Plextor M6M PX-128M6M,126.97,128.0,0.087,SSD,128.0,mSATA,mSATA
Plextor M6M PX-256M6M,126.97,256.0,0.087,SSD,128.0,mSATA,mSATA
Plextor M6M PX-64M6M,126.97,64.0,0.087,SSD,128.0,mSATA,mSATA
Samsung SM843T Data Center,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Samsung SM843T Data Center,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
SanDisk X110 SD6SF1M-256G-1022I,126.97,256.0,0.087,SSD,128.0,mSATA,mSATA
Plextor M6e,126.97,128.0,0.087,SSD,128.0,M.2-2280,M.2 PCIe 3.0 X2
ADATA S510,126.97,240.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA S510,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Corsair Force LX,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Kingston SSDNow mS200,126.97,240.0,0.087,SSD,128.0,mSATA,mSATA
Kingston SSDNow mS200,126.97,480.0,0.087,SSD,128.0,mSATA,mSATA
OCZ Talos 2 C,126.97,240.0,0.087,SSD,128.0,2.5,SAS 6.0 Gb/s
Seagate 1200 SSD,126.97,800.0,0.087,SSD,128.0,2.5,SAS 12.0 Gb/s
Seagate ST3000VX002,126.97,3000.0,0.087,HDD,64.0,3.5,SATA 6.0 Gb/s
Seagate STBD6000100,126.97,6000.0,0.087,HDD,128.0,3.5,SATA 6.0 Gb/s
Micron Enterprise,126.97,100.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP310,126.97,32.0,0.087,SSD,128.0,mSATA,mSATA
ADATA Premier Pro SP310,126.97,64.0,0.087,SSD,128.0,mSATA,mSATA
Intel 530,126.97,80.0,0.087,SSD,128.0,mSATA,mSATA
Intel 530,126.97,180.0,0.087,SSD,128.0,mSATA,mSATA
PNY Prevail,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
SanDisk U110,126.97,64.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
OCZ RevoDrive 350,126.97,960.0,0.087,SSD,128.0,PCIe,PCIe x8
Kingston SSDNow KC300,126.97,180.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP900,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA Premier SP610,126.97,512.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
ADATA Premier SP610,126.97,256.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
PNY Optima,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Transcend SSD370,126.97,64.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Transcend MTS600,126.97,512.0,0.087,SSD,128.0,M.2-2260,M.2 SATA
Hitachi He6,126.97,6000.0,0.087,HDD,64.0,3.5,SAS 6.0 Gb/s
Seagate 1200 SSD,126.97,800.0,0.087,SSD,128.0,2.5,SAS 12.0 Gb/s
SanDisk X300S,126.97,64.0,0.087,SSD,128.0,2.5,SAS 6.0 Gb/s
Samsung 845DC EVO,126.97,480.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Plextor M6M,527.77,512.0,1.031,SSD,128.0,mSATA,mSATA
Kingston SSDNow V310,126.97,960.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
Intel Pro 2500,126.97,120.0,0.087,SSD,128.0,2.5,SATA 6.0 Gb/s
